id,url,brand,discovered,confidence_level,ip,domain,sld,registrar,registration_date
PEDAS-39bfca8ad39d,https://kesbangpol.********.go.id/-/?uhuy=mpo00,judi online,8/5/2024 15:58,100,103.152.37.117,********.go.id,go.id,Kementerian Komunikasi dan Informatika,8/14/2007
PEDAS-77f520cafcc5,https://websitebantuan-dana.******************.biz.id/,DANA,3/30/2024 9:18,100,,******************.biz.id,biz.id,PT JC Indonesia,2/18/2026
PEDAS-b24c36ac9465,https://sisumakerpublik.********************.go.id/public/svg/?google=sihoki88,-,8/4/2024 6:11,100,103.113.3.225,********************.go.id,go.id,Kementerian Komunikasi dan Informatika,7/28/2009
PEDAS-8549f50cc470,https://sekda.***********.go.id/public/slot-pragmatic/,-,8/4/2024 7:05,100,103.167.112.136,***********.go.id,go.id,Kementerian Komunikasi dan Informatika,4/20/2006
PEDAS-04d4b2479b9b,https://******************.id/boomingbet-rasakan-sensasi-seru-maxwin-slots-online-tergacor/,-,8/4/2024 9:36,100,104.21.26.182,******************.id,id,PT Jagat Informasi Solusi (int),5/10/2025
PEDAS-9cd04dfd2f88,**************.id,,8/2/2024 4:00,100,99.83.138.213,**************.id,id,PT Media Cloud Indonesia,4/21/2026
PEDAS-e951435b82fd,http://mobilegentztqivfj.****.biz.id/,Tencent,2/13/2024 9:31,100,104.21.43.87,****.biz.id,biz.id,PT JC Indonesia,8/20/2026
PEDAS-9fa25f0240a0,https://********.id/tag/slot-online-terbaik/,-,8/4/2024 14:45,100,69.87.216.124,********.id,id,PT Jagoan Hosting Indonesia,5/20/2026
PEDAS-fa87839f6c41,http://****.my.id/hub-web-online-secure/huntington/default/access/review/onlinebanking.hunt/Authentificate/rol/home.php,,9/3/2021 0:00,100,,****.my.id,my.id,PT JC Indonesia,11/11/2025
PEDAS-284eea2074d2,https://sisumakerpublik.********************.go.id/public/svg/?google=abadi55,-,8/4/2024 6:21,100,103.113.3.225,********************.go.id,go.id,Kementerian Komunikasi dan Informatika,7/28/2009
PEDAS-892993e93305,http://www.*******.id/thnf/,bnpparibas,12/17/2021 12:00,90,203.175.8.48,*******.id,id,PT Digital Registra Indonesia,2/5/2021
PEDAS-3c1afbb8f1f0,https://*************.go.id/pa-muara-labuh-lakukan-mou-dengan-disdukcapil-kabupaten-solok-selatan/,-,8/3/2024 15:27,100,185.184.68.130,*************.go.id,go.id,Kementerian Komunikasi dan Informatika,8/3/2012
PEDAS-87ee99fead4e,https://********.id/judi-slot-bajaslot-yang-seru-dan-dukungan-akses-lengkap/,-,8/4/2024 5:09,100,151.80.213.214,********.id,id,PT Jagat Informasi Solusi (int),1/6/2026
PEDAS-1ec1bb860ce6,http://mail.grrupwamnjy7rg.***.my.id/view,WhatsApp,3/4/2024 3:12,100,172.67.182.245,***.my.id,my.id,PT Registrasi Neva Angkasa,5/2/2026
PEDAS-79889a0d1c46,https://is3.*********.id/new-bucket-8c9111f6,Woolworths,2/15/2023 13:31,90,103.63.24.211,*********.id,id,PT Cloud Hosting Indonesia,4/16/2015
PEDAS-027cc093dd3f,https://e-monevpupr.*********.go.id/.well-known/acme-challenge/?panel=jam-gacor-rajabandot,-,8/4/2024 13:42,100,103.148.45.194,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,4/27/2006
PEDAS-c04207979fec,https://dpmptsp.*********.go.id/petapotensi/database/stores/?slot=login+top88,judi online,8/5/2024 20:36,100,103.162.68.84,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/11/2009
PEDAS-ed898b96035a,https://chatbot.******.id/,Instagram,1/5/2024 21:45,100,156.67.209.49,******.id,id,PT Digital Registra Indonesia,3/4/2019
PEDAS-3d0d9a30c43b,https://lucah18.***********.my.id/,Telegram,5/10/2024 9:29,100,,***********.my.id,my.id,PT Web Media Technology Indonesia,5/14/2026
PEDAS-3d11b1ea6135,https://dev.*****.id/cs/MARKET,DHL,2/15/2022 21:10,100,139.59.222.63,*****.id,id,PT Digital Registra Indonesia,10/4/2017
PEDAS-145a94365e23,https://satudata.**********.go.id/simata22/storage/log/,-,7/16/2024 2:24,100,103.239.165.120,**********.go.id,go.id,Kementerian Komunikasi dan Informatika,2/20/2007
PEDAS-2c542bd6ac6e,https://sl.**.ac.id/1u31,-,1/20/2024 19:43,100,192.124.249.128,**.ac.id,ac.id,PT Cyberindo Aditama,5/26/1995
PEDAS-634753b39bbc,https://********.id/xyz/onedrive,microsoft,4/2/2022 11:00,90,45.130.230.167,********.id,id,PT JC Indonesia,4/15/2020
PEDAS-be0c58b96966,https://***.ponpes.id/?link=apk-judi-online,-,8/2/2024 23:05,100,157.245.192.142,***.ponpes.id,ponpes.id,PT Registrasi Neva Angkasa,6/5/2024
PEDAS-06748044a707,https://www.************.go.id/informasi-pengadilan/2149-surat-keputusan-direktur-jenderal-badan-peradilan-agama-ma-ri-nomor-1959-tanggal-25-juni-2021-tentang-pemberlakuan-ringkasan-kebijakan-policy-brief-jaminan-perlindungan-hak-hak-perempuan-dan-anak-pascaperceraian-badilag,-,8/3/2024 15:48,100,185.184.68.130,************.go.id,go.id,Kementerian Komunikasi dan Informatika,4/12/2013
PEDAS-f3d71b21367e,https://***************.id/mde/cfdf5b1b32635cce2bfdc4319b30e9b7.html,microsoft,3/22/2022 11:00,90,202.52.147.119,***************.id,id,PT Jagat Informasi Solusi (int),7/3/2026
PEDAS-2cd4f56646f1,https://kesbangpol.********.go.id/-/?uhuy=vegasslot777,judi online,8/5/2024 15:57,100,103.152.37.117,********.go.id,go.id,Kementerian Komunikasi dan Informatika,8/14/2007
PEDAS-e10c169aa52d,https://mpbilegrends.***.biz.id/,Tencent,1/14/2024 5:12,100,,***.biz.id,biz.id,PT Registrasi Nama Domain,6/14/2026
PEDAS-59b4fea2dab3,https://bappeda.**********.go.id/bappeda-fasilitasi-diseminasi-pemanfaatan-teknologi-pertanian-untuk-menyongsong-ketahanan-pangan-drone-pertanian-dan-trash-composter/,-,8/4/2024 14:22,100,103.107.245.255,**********.go.id,go.id,Kementerian Komunikasi dan Informatika,7/1/2009
PEDAS-77fbb83d68f8,https://sipp.*****************.go.id/system/core/apk/?ongoogle=pagoda4d,-,8/3/2024 5:07,100,103.217.209.85,*****************.go.id,go.id,Kementerian Komunikasi dan Informatika,11/9/2009
PEDAS-7686c5832e83,https://diskominfo.**************.go.id/geografis/,-,8/4/2024 7:45,100,104.21.66.177,**************.go.id,go.id,Kementerian Komunikasi dan Informatika,11/21/2008
PEDAS-e24049a8e119,https://***************.go.id/tentang-pengadilan/profil-hakim-dan-pegawai/profil-pejabat/panitera-pengganti,judi online,8/6/2024 11:30,100,103.102.0.117,***************.go.id,go.id,Kementerian Komunikasi dan Informatika,10/17/2012
PEDAS-9fbf08d404b0,https://******.my.id/,"Facebook, Inc.",5/20/2024 10:10,100,15.235.49.110,******.my.id,my.id,PT Registrasi Neva Angkasa,7/29/2025
PEDAS-f6795bdf69ae,https://puskesmas-masaran1.*********.go.id/img/xgacor/?cuanbos=SLOT%20KOREA,-,8/4/2024 3:37,100,103.172.109.10,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,12/15/2006
PEDAS-d6cd529e0692,https://dgetindni.****.biz.id/,DANA,4/17/2024 15:57,100,104.21.20.228,****.biz.id,biz.id,PT Registrasi Nama Domain,6/14/2026
PEDAS-df36a7123190,https://******************.go.id/?p=2918,judi online,8/5/2024 15:08,100,154.29.78.27,******************.go.id,go.id,Kementerian Komunikasi dan Informatika,1/25/2010
PEDAS-fe1f49bfe023,************.my.id,,8/2/2024 4:00,100,84.32.84.32,************.my.id,my.id,PT Web Media Technology Indonesia,2/26/2024
PEDAS-ca6f38320072,http://perpus-ft.***.ac.id/index.php?p=show_detail&id=1169,-,8/3/2024 3:47,100,139.99.90.119,***.ac.id,ac.id,PT JC Indonesia,11/23/2012
PEDAS-a4af322212df,http://pemblokiran-id-facebook.***.my.id/,"Facebook, Inc.",5/7/2024 21:16,100,88.99.216.183,***.my.id,my.id,PT Dewabisnis Digital Indonesia,7/9/2026
PEDAS-944dac5dc203,https://*************.go.id/rakor/.well-known/?tpu=JUDI+SLOT+GACOR+THAILAND+KASWARI77,-,8/3/2024 10:54,100,119.82.227.201,*************.go.id,go.id,Kementerian Komunikasi dan Informatika,8/30/2012
PEDAS-c4b93e505669,https://learning.*********.sch.id/__statics/gudangsoal/files,,7/19/2024 6:15,100,46.17.173.62,*********.sch.id,sch.id,PT Digital Registra Indonesia,4/3/2020
PEDAS-e4dad387529e,https://***********.desa.id/hotlatte/?shop=situs-judi-slot-gacor-maxwin-casino-online-terpercaya,-,8/2/2024 13:41,100,84.247.151.111,***********.desa.id,desa.id,Kementerian Komunikasi dan Informatika,9/4/2020
PEDAS-6903e3062505,https://siskamaya.***.ac.id/js/pandora188/,-,8/3/2024 11:15,100,103.196.15.242,***.ac.id,ac.id,PT Digital Registra Indonesia,1/15/1998
PEDAS-1e1edc961735,https://******************.go.id/survey-pelayanan-publik/?paged=130,judi online,8/5/2024 14:49,100,154.29.78.27,******************.go.id,go.id,Kementerian Komunikasi dan Informatika,1/25/2010
PEDAS-cbd4bbf31439,https://***.ponpes.id/?link=judi-online-slot-indonesia,-,8/2/2024 23:04,100,157.245.192.142,***.ponpes.id,ponpes.id,PT Registrasi Neva Angkasa,6/5/2024
PEDAS-1cce0aa45d91,https://sipp.***********.go.id/data/docs/temp/?infus=slot+mpo,-,8/3/2024 16:26,100,103.55.39.38,***********.go.id,go.id,Kementerian Komunikasi dan Informatika,12/2/2009
PEDAS-bc0ab3de0c80,https://*************.go.id/rakor/.well-known/?tpu=JUDI+SLOT+GACOR,-,8/3/2024 10:53,100,119.82.227.201,*************.go.id,go.id,Kementerian Komunikasi dan Informatika,8/30/2012
PEDAS-33c2548d33d0,https://takah.setjen.**********.go.id/temp/0bola/?link=POLA777+WIN,-,8/4/2024 16:53,100,103.245.225.231,**********.go.id,go.id,Kementerian Komunikasi dan Informatika,11/26/2012
PEDAS-deae2fcbaa8f,https://***.my.id/apit/index.php,Facebook,6/6/2024 20:08,100,,***.my.id,my.id,PT JC Indonesia,6/22/2025
PEDAS-ee94547704ec,https://sipp.*********.go.id/database/?link=SITUS+JUDI+SLOT+ONLINE+GACOR,-,8/4/2024 22:03,100,109.106.253.6,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,6/1/2012
PEDAS-d5a2a7a80ff9,http://updates.netflix.com.sgvpn.****.biz.id/,Telegram,7/21/2024 7:05,100,,****.biz.id,biz.id,PT Registrasi Nama Domain,5/26/2024
PEDAS-e597d723ec79,**********.id,,8/2/2024 4:00,100,,**********.id,id,PT Jagoan Hosting Indonesia,5/26/2026
PEDAS-04cb55f3ca2b,https://mmc.*******.go.id/kategori/2/kalteng-berkah/23,-,8/3/2024 8:10,100,103.100.27.106,*******.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-323119d1c420,https://monev-dak.****************.go.id/upload/Trapesium/geometri_01/,-,8/3/2024 3:04,100,203.175.8.85,****************.go.id,go.id,Kementerian Komunikasi dan Informatika,9/15/2007
PEDAS-69b01d960cdd,http://daaana-teerimaaa.****.my.id/,DANA,6/12/2024 3:19,100,,****.my.id,my.id,PT Biznet Gio Nusantara,6/9/2024
PEDAS-f4740a3689cf,http://help.***********.my.id/,"Facebook, Inc.",5/6/2024 22:22,100,,***********.my.id,my.id,PT JC Indonesia,4/9/2026
PEDAS-bacaf28bcd3d,https://berita.**************.go.id/berita/read/selamat-memperingati-hari-anak-nasional,-,8/4/2024 8:18,100,103.247.8.48,**************.go.id,go.id,Kementerian Komunikasi dan Informatika,5/16/2006
PEDAS-8be178c02701,https://**********.id/,judi online,8/6/2024 1:57,100,108.181.242.138,**********.id,id,PT Jagat Informasi Solusi (int),1/6/2026
PEDAS-06c9e6dafff7,https://*********.id/mobile/about-us,-,8/4/2024 23:11,100,172.67.203.171,*********.id,id,PT Jagat Informasi Solusi (int),5/19/2025
PEDAS-854709277096,https://bp4d.*******.go.id/2024/02/20/verifikasi-stbm-oleh-tim-verifikator-stbm-provinsi-ntt/,-,8/3/2024 2:43,100,103.253.213.49,*******.go.id,go.id,Kementerian Komunikasi dan Informatika,4/28/2006
PEDAS-6a9f1c17b117,https://*****.id/vlfb,Other,5/4/2024 15:18,100,103.106.72.118,*****.id,id,PT Jagoan Hosting Indonesia,12/30/2021
PEDAS-265ddddc2891,https://baitulmal.*********.go.id/.well-known/situs/?gacor=GAME%20JUDI%20ONLINE,-,8/3/2024 0:54,100,123.108.101.18,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-84b53c74782f,https://sipp.*****************.go.id/system/core/apk/?ongoogle=togel234,-,8/3/2024 5:09,100,103.217.209.85,*****************.go.id,go.id,Kementerian Komunikasi dan Informatika,11/9/2009
PEDAS-5bde770dc1d9,https://****.biz.id/pencuri.php,Facebook,5/4/2024 22:47,100,15.235.49.110,****.biz.id,biz.id,PT Registrasi Nama Domain,8/12/2025
PEDAS-82483521edf6,https://bimatarung.***********.go.id/tag/bmpr/page/3/,-,8/4/2024 4:16,100,113.20.30.104,***********.go.id,go.id,Kementerian Komunikasi dan Informatika,4/29/2011
PEDAS-78c228215d3f,http://pemblokirannorfbi7.***.my.id/view,"Facebook, Inc.",3/5/2024 7:47,100,104.21.67.236,***.my.id,my.id,PT Registrasi Neva Angkasa,5/2/2026
PEDAS-85cd0e98b201,https://www.************.go.id/tentang-pengadilan/profil-pejabat-dan-pegawai/profil-hakim,-,8/3/2024 15:52,100,185.184.68.130,************.go.id,go.id,Kementerian Komunikasi dan Informatika,4/12/2013
PEDAS-160a219fb6fe,https://******************.go.id/?page_id=8929,judi online,8/5/2024 14:57,100,154.29.78.27,******************.go.id,go.id,Kementerian Komunikasi dan Informatika,1/25/2010
PEDAS-233469ca45a0,https://alia-dwi.******.my.id/,Telegram,3/19/2024 10:47,100,153.92.8.199,******.my.id,my.id,PT JC Indonesia,8/23/2025
PEDAS-643b0e2f4f1c,http://lastuntas.*********.go.id/lastuntas/page/?sg=situs+judi+slot+online+jackpot+terbesar,-,8/4/2024 6:27,100,128.199.203.75,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,8/11/2007
PEDAS-f464539d9136,https://dprk.*************.go.id/cedeecc/Exitkorea/upload/en.php?email=,Webmail Providers,1/19/2024 4:33,100,203.175.9.105,*************.go.id,go.id,Kementerian Komunikasi dan Informatika,2/15/2008
PEDAS-ca6a86017baf,https://disdik.********.go.id/wp-includes/css/depend/?kurirseo=net777,-,8/4/2024 8:59,100,103.81.246.11,********.go.id,go.id,Kementerian Komunikasi dan Informatika,11/4/2007
PEDAS-8eeb1bb278f9,https://demafuad.************.ac.id/wp-content/hei/,-,7/18/2024 7:26,100,172.67.164.224,************.ac.id,ac.id,PT Jagoan Hosting Indonesia,12/15/2016
PEDAS-dda3994deba4,https://angkolasangkunur.*********.go.id/,-,8/4/2024 6:30,100,128.199.203.75,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,8/11/2007
PEDAS-0a9672ecf433,https://**********.id/cara-daftar-dan-main-slot-di-neko4d/,judi online,8/5/2024 12:20,100,84.32.84.207,**********.id,id,PT Jagat Informasi Solusi (int),7/19/2025
PEDAS-32f1c9b869db,**********.id,,8/2/2024 4:00,100,,**********.id,id,PT Jagat Informasi Solusi (int),5/11/2023
PEDAS-05e989c87b87,https://sidamulya-wanareja.**********.go.id/wp-includes/get/?cartel=keluaran+beijing,-,8/4/2024 11:37,100,172.67.71.240,**********.go.id,go.id,Kementerian Komunikasi dan Informatika,10/12/2005
PEDAS-b3e588d9f887,https://hakim.*********.go.id/?permisi=PENGERTIAN+JUDI,-,8/3/2024 18:14,100,185.184.68.130,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,11/20/2009
PEDAS-488c19c624dc,https://*************.go.id/Raja/?link=POLA77+AKUN+PRO+IDNPOKER+POKER+DICE,-,8/4/2024 0:30,100,,*************.go.id,go.id,Kementerian Komunikasi dan Informatika,6/4/2009
PEDAS-068276a9551d,******.id,,2/1/2024 0:00,100,103.84.8.52,******.id,id,PT Registrasi Neva Angkasa,9/13/2017
PEDAS-1c0dcc2041c1,http://web.organisasi.**************.go.id/link/?web=SSSFACEBOOK,-,8/2/2024 23:28,100,103.146.203.123,**************.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-bde4bbf8515f,https://kejari-lubuklinggau.*********.go.id/?page_id=119,judi online,8/5/2024 18:53,100,202.157.188.107,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-fe7702d67991,https://www.trial.sehati.*************.id/vendor/interventions/css/,co-operativebank,2/15/2022 17:29,100,113.20.30.122,*************.id,id,PT Digital Registra Indonesia,4/13/2020
PEDAS-a3484623d0a0,https://asdfsa.***********.my.id/clcl/index.php,Facebook,3/27/2024 14:47,100,,***********.my.id,my.id,PT JC Indonesia,7/24/2023
PEDAS-fdb74c2a611e,https://e-monevpupr.*********.go.id/.well-known/acme-challenge/?panel=trisula88-slot-login,-,8/4/2024 13:49,100,103.148.45.194,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,4/27/2006
PEDAS-2119e1f489a7,https://jurnal.**************.ac.id/google/kamartoto/,-,7/3/2024 2:19,100,202.52.146.217,**************.ac.id,ac.id,PT JC Indonesia,10/29/2021
PEDAS-4d0b99d3d29a,**********.id,,8/2/2024 4:00,100,104.21.21.7,**********.id,id,PT Jagat Informasi Solusi (int),5/20/2026
PEDAS-de67a40a0c59,http://codaapaymn-rv0vqpf.****.biz.id/,Coda Payments,3/18/2024 20:19,100,172.67.177.102,****.biz.id,biz.id,PT JC Indonesia,8/20/2026
PEDAS-2a6df560d4b7,https://inlislite.*********.go.id/assets/kakakslot/,judi online,8/5/2024 13:44,100,103.105.196.19,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,1/11/2007
PEDAS-98c63d3a3460,http://web.organisasi.**************.go.id/link/?web=togel%20gacor%20slot,-,8/2/2024 23:36,100,103.146.203.123,**************.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-50d0ffc6e5bd,http://lucah112.***********.my.id/,Telegram,5/30/2024 10:44,100,,***********.my.id,my.id,PT Web Media Technology Indonesia,5/14/2026
PEDAS-1c644e194c80,https://*************.go.id/rakor/.well-known/?tpu=SITUS+JUDI+SLOT+ONLINE+TERBAIK,-,8/3/2024 10:54,100,119.82.227.201,*************.go.id,go.id,Kementerian Komunikasi dan Informatika,8/30/2012
PEDAS-760bfa66d415,https://kejari-padang.*********.go.id/penandatanganan-mou-antara-kejaksaan-negeri-padang-dengan-bank-bri-cabang-khatib-sulaiman-dalam-bidang-perdata-dan-tata-usaha-negara/,judi online,8/5/2024 19:11,100,202.157.188.107,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-332794e81f06,*************.id,,8/2/2024 4:00,100,,*************.id,id,PT Jagat Informasi Solusi (int),9/14/2023
PEDAS-c2982ca6db49,https://www.******.co.id/photo/4275850/andahoki-daftar-situs-slot-online-indonesia,-,8/3/2024 0:12,100,52.214.240.250,******.co.id,co.id,PT Jagat Informasi Solusi (int),2/25/2016
PEDAS-b15121ef3e43,https://kejari-nganjuk.*********.go.id/category/perkara/,judi online,8/5/2024 18:59,100,202.157.188.107,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-65589869bff0,https://sipp.***********.go.id/data/docs/temp/?infus=SERVERKAMBOJA,-,8/3/2024 16:33,100,103.55.39.38,***********.go.id,go.id,Kementerian Komunikasi dan Informatika,12/2/2009
PEDAS-87616d9f324e,https://*********.id/,judi online,8/6/2024 3:29,100,104.21.35.4,*********.id,id,PT Jagoan Hosting Indonesia,5/21/2026
PEDAS-cdf733903e77,https://baitulmal.************.go.id/?MENYALAABANGKUH=link+ultimate+gaming,judi online,8/5/2024 9:49,100,123.108.101.18,************.go.id,go.id,Kementerian Komunikasi dan Informatika,3/5/2008
PEDAS-ceed532f4ad4,https://************.id/yt/broad/identification.php?id=7002541,British Telecom,11/3/2022 18:14,90,,************.id,id,PT Digital Registra Indonesia,3/8/2020
PEDAS-42602e792b80,http://*********.go.id/website/?link=DAFTAR%20SITUS%20SLOT%20ONLINE,judi online,8/6/2024 7:59,100,156.67.209.110,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,3/1/2013
PEDAS-e94149b36b1b,http://*********.go.id/website/?link=situs%20slot%20toto,judi online,8/6/2024 8:06,100,156.67.209.110,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,3/1/2013
PEDAS-555eabc123e9,https://******************.id/2024/,-,8/4/2024 11:06,100,104.21.74.134,******************.id,id,PT Jagat Informasi Solusi (int),6/1/2024
PEDAS-2445d5553824,https://dpmptsp.*********.go.id/petapotensi/database/stores/?slot=hoki168+login,judi online,8/5/2024 20:42,100,103.162.68.84,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/11/2009
PEDAS-3c974ed9928b,https://pusat-bantuan-dana-id.******.biz.id/,DANA,6/2/2024 22:45,100,,******.biz.id,biz.id,PT Registrasi Nama Domain,6/24/2025
PEDAS-96e2b485c2a2,**********.id,,8/2/2024 4:00,100,,**********.id,id,PT Jagat Informasi Solusi (int),1/6/2026
PEDAS-fac1ab446ceb,https://sisumakerpublik.********************.go.id/public/svg/?google=meteor88,-,8/4/2024 6:12,100,103.113.3.225,********************.go.id,go.id,Kementerian Komunikasi dan Informatika,7/28/2009
PEDAS-5059a3931408,https://pustaka.***.go.id/run/?surat=agen-situs-judi-slot,-,8/4/2024 19:55,100,103.154.81.154,***.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-88224d80b52b,https://sipda.******.ac.id/media/player/vimeo/tests/toto/,-,7/24/2024 5:49,100,103.242.233.243,******.ac.id,ac.id,PT JC Indonesia,5/21/2002
PEDAS-8c42221db023,https://geoparksilokek.*********.go.id/wp-content/uploads/kambo/,-,8/2/2024 9:49,100,36.67.236.155,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-29582135c4ae,https://********.id/test/0b1e57e448bd505/confirmationpage.php,amazon,3/10/2022 8:47,100,148.163.71.201,********.id,id,PT Registrasi Nama Domain,8/24/2024
PEDAS-07b1de59180c,https://***.id/rghav,Facebook,10/11/2023 13:17,100,172.104.190.111,***.id,id,PT Digital Registra Indonesia,7/22/2020
PEDAS-aa6e2553e2e6,https://*****.id/AU,,8/11/2023 4:09,100,203.175.9.19,*****.id,id,PT Digital Registra Indonesia,4/8/2022
PEDAS-f6e527afbcad,https://lucah144.***********.my.id/,Telegram,5/24/2024 10:52,100,,***********.my.id,my.id,PT Web Media Technology Indonesia,5/14/2026
PEDAS-55dad6c86421,http://*******.id/doc/O/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&amp;fid.13InboxLight.aspxn.1774256418&amp;fid.125289964252813InboxLight99642_Product-userid&amp;userid=,microsoft,10/19/2021 11:00,90,103.19.108.13,*******.id,id,PT JC Indonesia,6/13/2014
PEDAS-d890d4cc09f2,https://********.id/,-,8/4/2024 21:01,100,158.69.114.244,********.id,id,PT Jagat Informasi Solusi (int),9/16/2025
PEDAS-c1f36c530d85,https://prokopim.*******.go.id/tag/wakil-bupati-belu/page/53/?date=2024-5-12&t=day,-,8/3/2024 2:51,100,103.253.213.49,*******.go.id,go.id,Kementerian Komunikasi dan Informatika,4/28/2006
PEDAS-bfff6c36a1d4,https://*********.sch.id/,microsoft,7/19/2022 21:12,100,,*********.sch.id,sch.id,PT Digital Registra Indonesia,10/16/2019
PEDAS-b8fb221bc888,https://bp4d.*******.go.id/2024/06/03/bupati-belu-optimis-wujudkan-satu-digit-stunting-dalam-rembuk-stunting-di-kabupaten-belu/,-,8/3/2024 2:42,100,103.253.213.49,*******.go.id,go.id,Kementerian Komunikasi dan Informatika,4/28/2006
PEDAS-3d575848671f,https://desk62269.*********.biz.id/confirmaccount/,Other,4/7/2024 19:17,100,,*********.biz.id,biz.id,PT Registrasi Nama Domain,11/30/2025
PEDAS-703f12958b5a,https://id.***********.go.id/2021/09/08/prosedur-bantuan-hukum/,judi online,8/6/2024 9:39,100,103.7.226.171,***********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/26/2010
PEDAS-821b0988069c,https://sidamulya-wanareja.**********.go.id/wp-includes/get/?cartel=indoslot888,-,8/4/2024 11:40,100,172.67.71.240,**********.go.id,go.id,Kementerian Komunikasi dan Informatika,10/12/2005
PEDAS-55af0f739ca9,http://********.id,,3/20/2024 4:40,100,154.41.240.94,********.id,id,PT Web Media Technology Indonesia,11/13/2023
PEDAS-40bd823ba8d9,http://bri-co.*****.id/akun/,Bank BRI,9/12/2022 23:21,90,103.129.222.7,*****.id,id,PT Cloud Hosting Indonesia,3/4/2019
PEDAS-205fa16fb3f0,https://***************.go.id/2-uncategorised/857-bimbingan-teknis-aplikasi-ampuh-oleh-direktorat-jenderal-badilum-mari,judi online,8/6/2024 11:30,100,103.102.0.117,***************.go.id,go.id,Kementerian Komunikasi dan Informatika,10/17/2012
PEDAS-c46d6a19e17c,https://bkpsdm.*********.go.id/doflamingo/judi-juarabetting-online/,-,8/2/2024 10:03,100,36.67.236.155,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/10/2000
PEDAS-330574c4a9bf,https://**********.id/?shop=situs-slot-judi-online-gacor-mahjong-scatter-hitam-demo-slot,-,8/2/2024 13:51,100,74.50.66.174,**********.id,id,PT Jagat Informasi Solusi (int),11/17/2025
PEDAS-7216c135861b,*****.co.id,,5/5/2024 0:00,100,202.165.34.187,*****.co.id,co.id,PT Web Commerce Communications,2/25/2015
PEDAS-8894fcf1f6eb,https://wbs.portal.***********.go.id/wp-includes/widgets/get/SLOT169/,-,8/5/2024 8:39,100,103.181.129.110,***********.go.id,go.id,Kementerian Komunikasi dan Informatika,3/4/2009
PEDAS-509c54328760,https://p1fromdana.*****.biz.id/,DANA,8/5/2024 7:57,100,,*****.biz.id,biz.id,PT JC Indonesia,9/14/2025
PEDAS-d79ba68802d6,https://e-monevpupr.*********.go.id/.well-known/acme-challenge/?panel=online-casino-indonesia,-,8/4/2024 13:42,100,103.148.45.194,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,4/27/2006
PEDAS-af95f89015ac,https://***********.desa.id/?shop=judi-idn-slot-higgs-domino-island-online,-,8/2/2024 13:36,100,84.247.151.111,***********.desa.id,desa.id,Kementerian Komunikasi dan Informatika,9/4/2020
PEDAS-610afa2565e7,https://hzlkdt.******.ac.id/PRADA188/wking-88-slot-games-login,-,8/3/2024 11:41,100,104.21.4.112,******.ac.id,ac.id,PT Jagoan Hosting Indonesia,3/24/2024
PEDAS-401d2f22e69f,https://kltl4l0o1tiz832bj6x3j9.com%C3%83%C2%A2%C3%82%C2%88%C3%82%C2%95xbCsofyxnHpRx%C3%83%C2%A2%C3%82%C2%88%C3%82%C2%95vDJHZySgExjjzbRWGw%C3%83%C2%A2%C3%82%C2%88%C3%82%C2%95jbgcQhQfGxGusJfzLdR@perpustakaan.************.go.id/repository,,8/4/2024 10:52,100,103.251.44.219,************.go.id,go.id,Kementerian Komunikasi dan Informatika,6/9/2009
PEDAS-aa293c06d2d6,https://dpmptsp.*********.go.id/petapotensi/database/stores/?slot=kilat88,judi online,8/5/2024 20:46,100,103.162.68.84,*********.go.id,go.id,Kementerian Komunikasi dan Informatika,5/11/2009
PEDAS-57dc5d932bcf,https://perpusda.****************.go.id/inlislite3/keanggotaan/?tunnel=gudang4d,judi online,8/5/2024 23:59,100,103.18.117.167,****************.go.id,go.id,Kementerian Komunikasi dan Informatika,7/8/2011
