url,brand,discovered,confidence_level,ip,domain,sld,category,registrar,registration_date
https://dpmptsp.*********.go.id/petapotensi/database/stores/?slot=roket4d,judi online,8/5/2024 20:49,100,103.162.68.84,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/11/2009
http://www.pangkalpinang.************.go.id/.well-known/pki-validation/PDN/code/?games=ARTIKEL+JUDI+SLOT+ONLINE,judi online,8/5/2024 15:27,100,45.64.98.218,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
http://dagetts.******.my.id/,DANA,4/6/2024 15:48,100,172.67.146.225,******.my.id,my.id,phishing,  PT REGISTRASI NEVA ANGKASA  ,5/5/2025
https://disdik.********.go.id/wp-includes/css/depend/?kurirseo=obat4d,-,8/4/2024 9:01,100,103.81.246.11,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,11/4/2007
http://www.pangkalpinang.************.go.id/.well-known/pki-validation/PDN/code/?games=bandar+judi+bola+online+terbesar,judi online,8/5/2024 15:33,100,45.64.98.218,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://www.*************.go.id/2015-06-06-01-33-01/pengadilan-anak.html,judi online,8/6/2024 8:39,100,172.67.201.162,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/28/2009
https://sisumakerpublik.********************.go.id/public/svg/?google=liga168,-,8/4/2024 6:20,100,103.113.3.225,********************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/28/2009
https://******************.go.id/?page_id=9554,judi online,8/5/2024 14:55,100,154.29.78.27,******************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,1/25/2010
https://smkn1tukaksadai.*********.go.id/galeri-foto,judi online,8/5/2024 11:05,100,103.205.56.83,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,12/22/2008
site:https://ekspublik.*************.go.id/camaro/?games=SITUS+SITUS+JUDI+SLOT+ONLINE,-,7/9/2024 2:45,100,103.30.147.79,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/21/2009
https://perpus.********.go.id/wp-includes123/akun-sdemo/,-,8/5/2024 6:40,100,104.26.9.170,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://bkppd.********.go.id/index.php/info/berita/505-pelaksanaan-ujian-dinas-dan-upkp,-,8/3/2024 6:54,100,192.124.249.111,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://***.id/p7s4g,Facebook,10/7/2023 23:41,100,172.104.190.111,***.id,id,phishing,PT Digital Registra Indonesia,7/22/2020
https://baitulmal.************.go.id/?MENYALAABANGKUH=slot+gacor+slot+online,judi online,8/5/2024 9:42,100,123.108.101.18,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/5/2008
https://corona.com@digilib.*******.ac.id/repository,,6/12/2024 21:20,100,159.223.89.78,*******.ac.id,ac.id,malware,PT Digital Registra Indonesia,9/6/2007
https://****************.id/sapporo88-daftar-situs-video-game-online-gacor-dengan-maxwin-tertinggi/,-,8/4/2024 9:54,100,172.67.192.62,****************.id,id,online gambling,PT Web Media Technology Indonesia,5/7/2025
https://ppdb.***********.sch.id/assets/sl777/,-,7/22/2024 2:28,100,46.17.173.137,***********.sch.id,sch.id,online gambling,PT JC Indonesia,2/10/2021
https://****************.go.id/slotmaxwins1986/?shop=cara-main-slot-biar-maxwin-terus,-,8/3/2024 12:19,100,109.123.235.48,****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/9/2010
https://uptdpkm-sukadana.**************.go.id/kayong/?kayong=judi+online,-,8/4/2024 15:14,100,103.225.242.68,**************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/25/2009
https://*********.go.id/spt2024/?terbang=judi+online24jam+deposit+dana,-,8/4/2024 0:13,100,153.92.9.38,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,12/6/2009
https://***********.desa.id/agenmaxwin3056/?limited=situs-judi-slot-online-gampang-maxwin-terbaik-di-asia,-,8/2/2024 13:29,100,84.247.151.111,***********.desa.id,desa.id,online gambling,Kementerian Komunikasi dan Informatika,9/4/2020
********.id,,8/2/2024 4:00,100,3.80.161.76,********.id,id,other,PT Jagat Informasi Solusi (int),4/9/2021
https://help32609.*********.biz.id/comunitystandards/re.php,Other,4/7/2024 19:08,100,,*********.biz.id,biz.id,phishing,PT Registrasi Nama Domain,11/30/2025
https://******************.id/link-daftar-bata4d-web-link-alternatif-bata4d/,-,8/4/2024 9:10,100,172.67.211.137,******************.id,id,online gambling,PT Web Media Technology Indonesia,5/6/2025
https://www.**********.co.id/u/kakekmerah4d/portfolio/kakekmerah4d-platform-slot-4d-online-gacor-mudah-maxwin-11623832,-,8/2/2024 12:38,100,54.159.176.138,**********.co.id,co.id,online gambling,PT Jagat Informasi Solusi (int),7/14/2010
*******.id,,8/2/2024 4:00,100,,*******.id,id,other,PT Jagoan Hosting Indonesia,5/20/2026
https://sidamulya-wanareja.**********.go.id/wp-includes/get/?cartel=slot66,-,8/4/2024 11:40,100,172.67.71.240,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/12/2005
https://desk-form.*******.id/test/3-24.html,Generic/Spear Phishing,4/16/2024 21:13,100,103.219.251.244,*******.id,id,phishing,PT JC Indonesia,8/11/2022
http://updater-danxindepay.***.my.id/,Generic/Spear Phishing,1/14/2024 16:18,100,,***.my.id,my.id,phishing,PT Digital Registra Indonesia,2/7/2025
http://*********.go.id/website/?link=MAIN%20SLOT%20ONLINE,judi online,8/6/2024 8:01,100,156.67.209.110,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/1/2013
https://**************.go.id/assets/menu/?gas=judi-online,-,8/5/2024 0:29,100,104.21.64.73,**************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/13/2009
http://mail.pemblokirannorfbi7.***.my.id/,Facebook,3/3/2024 13:13,100,172.67.182.245,***.my.id,my.id,phishing,PT Registrasi Neva Angkasa,5/2/2026
https://disdik.********.go.id/wp-content/upgrade/-/?usdt=raden777,-,8/4/2024 9:08,100,103.81.246.11,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,11/4/2007
********.id,,8/2/2024 4:00,100,,********.id,id,other,PT Jagat Informasi Solusi (int),8/18/2021
https://mobilegentp8txgbh.****.biz.id/,Tencent,2/13/2024 22:45,100,104.21.43.87,****.biz.id,biz.id,phishing,PT JC Indonesia,8/20/2026
*******.net.id,,3/24/2024 0:00,100,103.164.150.242,*******.net.id,net.id,spam,PANDI Registrar Net ID,10/21/2021
http://demo.*******.id/,Facebook,6/26/2023 18:30,100,103.134.152.6,*******.id,id,phishing,PT Cloud Hosting Indonesia,12/18/2021
https://sipp.*********.go.id/database/?link=JUDI+ONLINE+SLOT,-,8/4/2024 22:11,100,109.106.253.6,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/1/2012
https://***********.go.id/website/index.php/berita/artikel/532-ecourt2019,-,8/3/2024 23:48,100,154.41.249.197,***********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/24/2012
https://bkppd.********.go.id/index.php/info/65-pppk-2023/495-tentang-pembatalan-kelulusan-hasil-seleksi-pegawai-pemerintah-dengan-perjanjian-kerja-pppk-untuk-jabatan-fungsional-kesehatan,-,8/3/2024 6:59,100,192.124.249.111,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
http://jdih.***.ac.id/-/stoto/,-,8/2/2024 9:23,100,45.77.37.214,***.ac.id,ac.id,online gambling,PT Registrasi Nama Domain,9/10/2012
https://lucah44.***********.my.id/,Telegram,5/4/2024 12:44,100,,***********.my.id,my.id,phishing,PT Web Media Technology Indonesia,5/14/2026
https://disdik.********.go.id/wp-includes/css/depend/?kurirseo=kakek777,-,8/4/2024 9:02,100,103.81.246.11,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,11/4/2007
http://www.*************.go.id/berita/2015-05-31-00-20-17/item/pisah-sambut-ketua-pengadilan-negeri-muara-bungo-kelas-ii.html,judi online,8/6/2024 8:54,100,104.21.36.254,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/28/2009
http://hvzygwoldn.***.biz.id/,WhatsApp,3/6/2024 13:32,100,,***.biz.id,biz.id,phishing,PT Registrasi Neva Angkasa,5/26/2025
https://puskesmas-masaran1.*********.go.id/img/xgacor/?cuanbos=SLOT%2050%2050%20TO%20KECIL,-,8/4/2024 3:32,100,103.172.109.10,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,12/15/2006
http://contohwebsite.***.my.id/,Tencent,1/9/2024 8:19,100,51.161.34.213,***.my.id,my.id,phishing,PT Digital Registra Indonesia,6/30/2025
https://*************.sch.id/system/products/?list=DEPO-50%252B50,-,7/22/2024 2:30,100,192.250.227.20,*************.sch.id,sch.id,online gambling,PT Digital Registra Indonesia,7/23/2018
**********.id,,8/2/2024 4:00,100,199.188.205.55,**********.id,id,other,PT Jagat Informasi Solusi (int),5/31/2024
https://***************.go.id/2-uncategorised/840-dokumen-sakip-pengadilan-tinggi-palangkaraya,judi online,8/6/2024 11:27,100,103.102.0.117,***************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/17/2012
https://bkpsdm.*********.go.id/doflamingo/judi-roket69-online/,-,8/2/2024 10:03,100,36.67.236.155,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://www.*************.go.id/kategori/detail/seputar-perkara,-,8/3/2024 14:38,100,84.32.84.123,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,1/25/2011
https://www.*************.go.id/news/Wisuda-Purnabhakti-Hakim-PA-Bojonegoro,-,8/3/2024 14:28,100,84.32.84.94,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,1/25/2011
https://cache.netflix.com.sg1.***.biz.id/,Telegram,6/16/2024 17:14,100,104.21.72.17,***.biz.id,biz.id,phishing,PT Registrasi Nama Domain,6/14/2026
https://********************.id/rajamuda-membawa-hiburan-video-game-online-ke-level-selanjutnya/,-,8/4/2024 8:50,100,104.21.14.186,********************.id,id,online gambling,PT Jagat Informasi Solusi (int),5/10/2025
http://codaapaymn-ybzfe6j.****.biz.id/vhsfhqpdhdsih6/,Coda Payments,3/18/2024 22:51,100,104.21.43.87,****.biz.id,biz.id,phishing,PT JC Indonesia,8/20/2026
https://kesbangpol.********.go.id/-/?uhuy=qqpanda88,judi online,8/5/2024 15:58,100,103.152.37.117,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/14/2007
https://******************.id/about-us/,-,8/4/2024 8:30,100,104.21.14.129,******************.id,id,online gambling,PT Jagat Informasi Solusi (int),5/10/2025
https://perps.***.co.id/app/login?dest=%2Fapp%2Ftrade%2FXBTUSD,,6/29/2024 6:33,100,202.52.146.145,***.co.id,co.id,phishing,PT JC Indonesia,11/24/2022
https://**********.id/1234/,microsoft,3/17/2021 19:15,100,,**********.id,id,phishing,PT Digital Registra Indonesia,8/28/2020
https://sipp.*****************.go.id/system/core/apk/?ongoogle=mentari88,-,8/3/2024 4:57,100,103.217.209.85,*****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,11/9/2009
https://******.id/,judi online,8/6/2024 10:27,100,172.67.155.205,******.id,id,online gambling,PT Jagat Informasi Solusi (int),7/9/2024
https://makassar.***.go.id/sejarah/,-,8/4/2024 19:56,100,103.154.81.154,***.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://***************.id/wp-content/upgrade/-/?usdt=BO+Olympus+Gacor+2024,-,7/4/2024 2:26,100,103.28.53.179,***************.id,id,online gambling,PT Aksara Data Digital,11/13/2024
https://*******.id/yahoomail#start,AT&T,6/11/2024 20:42,100,216.239.38.21,*******.id,id,phishing,PT Jagat Informasi Solusi (int),4/26/2021
https://puskesmas-masaran1.*********.go.id/img/xgacor/?cuanbos=SITUS%20MAXWIN%20HARI%20INI,-,8/4/2024 3:44,100,103.172.109.10,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,12/15/2006
https://erapor.************.sch.id/?slot=rtp%20perihoki,-,8/5/2024 2:31,100,203.161.184.81,************.sch.id,sch.id,online gambling,PT JC Indonesia,5/4/2014
https://kesbangpol.********.go.id/-/?uhuy=paduka138,judi online,8/5/2024 16:07,100,103.152.37.117,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/14/2007
*************.co.id,,3/23/2024 0:00,100,,*************.co.id,co.id,spam,PT Digital Registra Indonesia,
https://update-2024.*****.biz.id/,DANA,6/7/2024 16:55,100,,*****.biz.id,biz.id,phishing,PT JC Indonesia,8/22/2025
http://cindogo.************.go.id/assets/httdoc/?running=JUDI%20SLOT,-,8/3/2024 3:30,100,103.161.108.32,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,12/18/2007
https://sisumakerpublik.********************.go.id/public/svg/?google=auto88,-,8/4/2024 6:21,100,103.113.3.225,********************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/28/2009
https://***********.co.id/,Outlook,4/14/2024 13:29,100,151.106.119.114,***********.co.id,co.id,phishing,PT Digital Registra Indonesia,10/22/2018
https://*****************.sch.id/shop/?tunnel=togel+om,-,7/8/2024 2:59,100,217.21.73.65,*****************.sch.id,sch.id,online gambling,PT JC Indonesia,3/10/2021
https://e-ktp.***************.go.id/load/?site=situs%20judi%20slot%20gacor%20maxwin,-,8/4/2024 17:20,100,103.58.102.40,***************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/8/2012
*********.id,,8/2/2024 4:00,100,,*********.id,id,other,  PT JAGAT INFORMASI SOLUSI (INT)  ,5/17/2025
https://***********.desa.id/hotlatte/?shop=situs-judi-slot-online-gampang-menang-deposit-pulsa-tanpa-potongan,-,8/2/2024 13:25,100,84.247.151.111,***********.desa.id,desa.id,online gambling,Kementerian Komunikasi dan Informatika,9/4/2020
https://help925685.*********.biz.id/comunitystandards/re-verif.php?section_id=13-HowToContactMeta,"Facebook, Inc.",4/29/2024 1:53,100,,*********.biz.id,biz.id,phishing,PT Registrasi Nama Domain,11/30/2025
https://www.************.go.id/publikasi/arsip-hasil-penelitian?id=2599,-,8/3/2024 15:50,100,185.184.68.130,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/12/2013
http://admin.*************.co.id/uploads/757899490/fbck.php/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm,Facebook,4/23/2024 16:42,100,203.175.9.149,*************.co.id,co.id,phishing,PT Digital Registra Indonesia,7/14/2021
https://*************.go.id/Raja/?link=SLOT+SINGAPORE+SCATTER+HITAM,-,8/4/2024 0:32,100,,*************.go.id,go.id,spam,Kementerian Komunikasi dan Informatika,6/4/2009
https://www.paypal.comnewyear.verification.*****.id/myaccount/,paypal,2/3/2022 0:30,50,148.163.71.201,*****.id,id,phishing,PT Registrasi Nama Domain,10/26/2022
https://***.ponpes.id/?link=pola-slot-princess-gacor,-,8/2/2024 23:13,100,157.245.192.142,***.ponpes.id,ponpes.id,online gambling,PT Registrasi Neva Angkasa,6/5/2024
https://bpkad.********.go.id/data/temp/docs/?IGD=slotresmi,-,8/4/2024 11:16,100,45.64.96.108,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,11/17/2006
https://sidamulya-wanareja.**********.go.id/wp-includes/get/?cartel=platina88,-,8/4/2024 11:49,100,172.67.71.240,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/12/2005
https://*************.go.id/Raja/?link=POLA777+TOGEL+SERVER+IDNSLOT,-,8/4/2024 0:24,100,,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/4/2009
https://**************.co.id/acct/edg/?info=eWFob29AeWFob28uY29t,Yahoo! Inc,6/6/2024 2:32,100,93.127.167.244,**************.co.id,co.id,phishing,PT Digital Registra Indonesia,2/8/2024
http://library.***********.ac.id/repository,,7/19/2024 8:10,100,172.67.178.53,***********.ac.id,ac.id,malware,PT JC Indonesia,4/23/2019
http://***.id/892jm,Facebook,9/25/2023 18:40,100,172.104.190.111,***.id,id,phishing,  PT DIGITAL REGISTRA INDONESIA  ,7/22/2020
https://********.id/tag/slot88-resmi/,judi online,8/6/2024 6:55,100,52.15.193.249,********.id,id,online gambling,PT Jagat Informasi Solusi (int),9/16/2025
https://kmpqgszyrwnjhb.com%C3%83%C2%A2%C3%82%C2%88%C3%82%C2%95kmpqgszyrwnjhb%C3%83%C2%A2%C3%82%C2%88%C3%82%C2%95kmpqgszyrwnjhb%C3%83%C2%A2%C3%82%C2%88%C3%82%C2%95kmpqgszyrwnjhb@repository.******************.ac.id/repository,,8/5/2024 3:01,100,156.67.209.138,******************.ac.id,ac.id,malware,PT Registrasi Nama Domain,10/6/2015
*********.net.id,,2/6/2024 0:00,100,202.165.39.24,*********.net.id,net.id,spam,PANDI Registrar Net ID,7/18/2000
http://fairplans.**********.go.id/images/?gamez=SLOT%20BONANZA%20XMAS,-,8/2/2024 14:33,100,103.148.195.73,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/20/2008
https://sipp.***********.go.id/data/docs/temp/?infus=GLX,-,8/3/2024 16:35,100,103.55.39.38,***********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,12/2/2009
https://kesbangpol.********.go.id/-/?uhuy=sukses138,judi online,8/5/2024 15:57,100,103.152.37.117,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/14/2007
http://*******.co.id,,4/29/2024 16:27,100,103.229.73.59,*******.co.id,co.id,FakeShop,PT Digital Registra Indonesia,3/25/2022
https://perpustakaan.*************.go.id/slims/pa-boyolali/index.php?p=show_detail&id=354,judi online,8/6/2024 0:54,100,103.16.79.44,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,2/16/2006
https://www.learning.********.id/DHL/ed5bcd767654a5b9bf60dcb3a0104e9b/index.php?email=,DHL,5/18/2021 1:18,90,103.10.120.75,********.id,id,phishing,PT Digital Registra Indonesia,8/27/2019
https://bkad.**************.go.id/ssh2024/publik/prada4d/,-,8/4/2024 17:54,100,103.18.117.8,**************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,1/30/2012
http://lucah25.***********.my.id/,Telegram,5/4/2024 13:17,100,,***********.my.id,my.id,phishing,PT Web Media Technology Indonesia,5/14/2026
https://bpmp-papuabarat.*********.go.id/data/,-,7/25/2024 3:56,100,118.98.227.101,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,12/28/2011
http://******.my.id/Draw/,Facebook,5/22/2024 5:23,100,104.21.4.11,******.my.id,my.id,phishing,PT Registrasi Neva Angkasa,6/7/2025
https://*********.sch.id/assets/css/style/?goto=slot+hoki+777,-,6/23/2024 20:37,100,103.146.203.123,*********.sch.id,sch.id,online gambling,PT Cloud Hosting Indonesia,12/8/2021
http://web.organisasi.**************.go.id/link/?web=LINK%20SLOT%20ONLINE%20DEPOSIT%20MAYBANK,-,8/2/2024 23:45,100,103.146.203.123,**************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://www.****************.co.id/journey-to-stardom-2024,,2/1/2024 0:00,100,13.107.213.59,****************.co.id,co.id,spam,PT Cyberindo Aditama,5/22/2008
http://web.organisasi.**************.go.id/link/?web=SLOT%20BNI%20TERBAIK,-,8/2/2024 23:41,100,103.146.203.123,**************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://kominfo.*************.go.id/lokasi/anemia/?flight=mpo77,judi online,8/5/2024 22:36,100,103.55.39.178,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/3/2013
https://www.ambilhadiahh.******.biz.id/,DANA,4/2/2024 19:02,100,,******.biz.id,biz.id,phishing,PT JC Indonesia,6/12/2026
https://layanan-customerr-dana.******.biz.id/,DANA,5/18/2024 8:02,100,,******.biz.id,biz.id,phishing,PT Registrasi Nama Domain,6/24/2025
*******.id,,8/2/2024 4:00,100,162.0.232.45,*******.id,id,other,PT Jagat Informasi Solusi (int),6/13/2022
https://sipp.*********.go.id/database/?link=WEB+GACOR,-,8/4/2024 22:04,100,109.106.253.6,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/1/2012
http://***.biz.id,,3/5/2024 12:10,100,85.8.182.218,***.biz.id,biz.id,Brand,PT Registrasi Nama Domain,6/14/2026
https://www.****************.id/,-,7/8/2024 2:57,100,107.155.98.32,****************.id,id,online gambling,PT Jagat Informasi Solusi (int),6/28/2024
http://fairplans.**********.go.id/images/?gamez=SLOT%20LONDON,-,8/2/2024 14:50,100,103.148.195.73,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/20/2008
*********.id,,8/2/2024 4:00,100,,*********.id,id,other,PT Jagat Informasi Solusi (int),4/8/2022
https://bkppd.********.go.id/index.php/info/berita/507-tingkatktan-kemampuan-asn,-,8/3/2024 6:49,100,192.124.249.111,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://baitulmal.************.go.id/?MENYALAABANGKUH=slot+pasti+dibayar,judi online,8/5/2024 10:02,100,123.108.101.18,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/5/2008
http://*********.go.id/website/?link=JUDI+388,judi online,8/6/2024 8:06,100,156.67.209.110,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/1/2013
http://codaapaymn-mpkd8ck.****.biz.id/vhsfhqpdhdsih6/,Coda Payments,3/18/2024 17:00,100,104.21.43.87,****.biz.id,biz.id,phishing,PT JC Indonesia,8/20/2026
http://*********.go.id/website/?link=GAME%20GACOR,judi online,8/6/2024 7:53,100,156.67.209.110,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/1/2013
http://www.perpusda.**************.go.id/img/?gacor=Pusat%20Link%20Slot%20Demo%20PG%20Soft,-,8/4/2024 15:53,100,103.225.242.68,**************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/25/2009
https://**************.or.id/ca.php/,,8/4/2024 20:16,100,,**************.or.id,or.id,phishing,PT Digital Registra Indonesia,4/13/2023
https://sisumakerpublik.********************.go.id/public/svg/?google=rans77,-,8/4/2024 6:08,100,103.113.3.225,********************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/28/2009
https://dkukm.*********.go.id/vina/?cirebon=ROMA88,judi online,8/5/2024 17:21,100,103.115.19.17,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/27/2007
https://bni.pesta.poin.**********.biz.id/index.html?fbclid=IwAR1RxiWLSTs1iUpg-DiFtrGQMbINFdBAqjne4k3rmZFdmpJ_d7bSL7YzCac#5,BNI - Bank Negara Indonesia,1/29/2024 9:12,100,,**********.biz.id,biz.id,phishing,PT Registrasi Neva Angkasa,8/17/2025
https://kesbangpol.********.go.id/-/?uhuy=peta77,judi online,8/5/2024 16:01,100,103.152.37.117,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/14/2007
http://wp-claimx-dnnx-kaggetxzc.******.biz.id/,DANA,3/2/2024 15:14,100,,******.biz.id,biz.id,phishing,PT JC Indonesia,8/15/2025
https://bkpsdm.********************.go.id/wp-content/themes/slot-kamboja/,-,8/3/2024 7:17,100,36.91.27.135,********************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/2/2011
https://review.mypayments-serviceirs.gov99.*****.my.id/sign,amazon,9/3/2022 15:36,100,,*****.my.id,my.id,phishing,PT Cloud Hosting Indonesia,12/10/2025
http://*********.go.id/website/?link=SITUS%20SLOT%20GACOR%20JAM%20INI%20VIA%20DANA,judi online,8/6/2024 7:55,100,156.67.209.110,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/1/2013
http://claimxhdiah-untukk-anda.****.biz.id/,DANA,2/3/2024 2:39,100,172.67.172.194,****.biz.id,biz.id,phishing,PT JC Indonesia,2/16/2026
https://sipp.*********.go.id/database/?link=GAME+SLOT+DEMO+GACOR,-,8/4/2024 22:09,100,109.106.253.6,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/1/2012
https://rsud.*************.go.id/bima/,judi online,8/5/2024 14:22,100,172.67.157.124,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/8/2010
https://*********.go.id/spt2024/?terbang=daftar+agen+judi+online,-,8/4/2024 0:02,100,153.92.9.38,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,12/6/2009
http://cirendeu.*************.sch.id/wp-content/themes/oceanwp/assets/js/third,,7/25/2024 11:08,100,104.21.53.101,*************.sch.id,sch.id,malware,PT Cyberindo Aditama,7/4/2006
https://******************.go.id/?p=6115,judi online,8/5/2024 15:06,100,154.29.78.27,******************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,1/25/2010
https://kelola.siga.dp3ap2kb.**********.go.id/public_html/amp/?paseo=SLOT%20KOITOTO,Google Inc.,2/17/2024 15:24,100,36.88.112.235,**********.go.id,go.id,phishing,Kementerian Komunikasi dan Informatika,8/7/2007
***.biz.id,,4/9/2024 0:00,100,172.67.212.88,***.biz.id,biz.id,spam,PT JC Indonesia,11/5/2022
https://*****************.ponpes.id/,-,8/2/2024 7:31,100,45.130.231.213,*****************.ponpes.id,ponpes.id,online gambling,PT Cloud Hosting Indonesia,5/25/2020
https://************.go.id/informasi-pengadilan/820-seleksi-terbuka-jabatan-pimpinan-tinggi-pratama-untuk-jabatan-kepala-biro-sumber-daya-manusia-organisasi-dan-tata-laksana-pada-ppatk-ma,-,8/3/2024 15:48,100,185.184.68.130,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/12/2013
https://******************.go.id/?p=3644,judi online,8/5/2024 15:08,100,154.29.78.27,******************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,1/25/2010
https://geoportal.****************.go.id/files/?geomaps=judi-online24jam-deposit-uang-10-ribu,judi online,8/5/2024 13:30,100,172.67.207.148,****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/17/2006
https://live-steaming-video-call-melayu-luca03.******.my.id/,Telegram,1/22/2024 14:27,100,172.67.141.1,******.my.id,my.id,phishing,PT Web Commerce Communications,10/17/2024
https://***.id/lelang/category/website?limit=12&page=61,-,8/2/2024 14:15,100,172.67.170.25,***.id,id,online gambling,PT Digital Registra Indonesia,6/13/2014
http://teswebkuu.****.my.id/go.php,WhatsApp,3/19/2024 6:58,100,,****.my.id,my.id,phishing,PT Digital Registra Indonesia,6/16/2025
https://dpkp2.********.go.id/detailpost/dpkpp-paser-segera-identifikasi-rumah-warga-korban-longsor-untuk-mengetahui-kelayakan-bantuan-rehabilitasi,-,8/3/2024 17:34,100,172.67.166.174,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,1/8/2008
https://panitera.***********.go.id/cuaks/?cr2=dolar138-gacor,judi online,8/5/2024 21:01,100,103.251.44.248,***********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,2/25/2009
http://coda4paymn3bgegw6b.****.biz.id/vhsfhqpdhdsih6/free-fire/,Coda Payments,3/10/2024 22:47,100,104.21.43.87,****.biz.id,biz.id,phishing,PT JC Indonesia,8/20/2026
https://www.******.id/baca/utama/2019/06/05/idul-fitri-jadi-momentum-menurunkan-tensi-politik/,-,8/3/2024 4:20,100,172.67.5.249,******.id,id,online gambling,PT Jetcoms Netindo,6/13/2014
https://disdik.********.go.id/wp-content/upgrade/-/?usdt=royalbet88,-,8/4/2024 9:07,100,103.81.246.11,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,11/4/2007
